species,tissue_class,cell_type,cell_name,geneSymbol,PMID
Mm Hs,Vasculature,,Endothelial cells (aorta),APH1B,
Mm,Vasculature,,Endothelial cells (aorta),GSTT1,
Mm Hs,Vasculature,,Endothelial cells (aorta),SOX18,
Mm Hs,Vasculature,,Endothelial cells (aorta),WBP1L,
Mm Hs,Vasculature,,Endothelial cells (aorta),LAMB2,
Mm Hs,Vasculature,,Endothelial cells (aorta),CHST12,
Mm Hs,Vasculature,,Endothelial cells (aorta),P3H3,
Mm Hs,Vasculature,,Endothelial cells (aorta),KLK10,
Mm Hs,Vasculature,,Endothelial cells (aorta),MALL,
Mm Hs,Vasculature,,Endothelial cells (aorta),CLEC1A,
Mm Hs,Vasculature,,Endothelial cells (aorta),MARVELD1,
Mm Hs,Vasculature,,Endothelial cells (aorta),FAM198B,
Mm Hs,Vasculature,,Endothelial cells (aorta),THBD,
Mm Hs,Vasculature,,Endothelial cells (aorta),NOS3,
Mm Hs,Vasculature,,Endothelial cells (aorta),TNS2,
Mm Hs,Vasculature,,Endothelial cells (aorta),ATL2,
Mm Hs,Vasculature,,Endothelial cells (aorta),ACKR3,
Mm Hs,Vasculature,,Endothelial cells (aorta),COL4A4,
Mm Hs,Vasculature,,Endothelial cells (aorta),CALCRL,
Mm,Vasculature,,Endothelial cells (aorta),CAR8,
Mm Hs,Vasculature,,Endothelial cells (aorta),COL4A3,
Mm Hs,Vasculature,,Endothelial cells (aorta),PER3,
Mm Hs,Vasculature,,Endothelial cells (aorta),STAB1,
Mm Hs,Vasculature,,Endothelial cells (aorta),CYP1B1,
Mm Hs,Vasculature,,Endothelial cells (aorta),EPHX2,
Mm Hs,Vasculature,,Endothelial cells (aorta),KLK8,
None,Vasculature,,Endothelial cells (aorta),SSFA2,
Mm Hs,Vasculature,,Endothelial cells (aorta),BACE2,
Mm Hs,Vasculature,,Endothelial cells (aorta),BMP6,
Mm,Vasculature,,Endothelial cells (aorta),ADH1,
Mm,Vasculature,,Endothelial cells (aorta),H2-Q6,
Mm Hs,Vasculature,,Endothelial cells (aorta),SULF1,
Mm Hs,Vasculature,,Endothelial cells (aorta),CPQ,
Mm Hs,Vasculature,,Endothelial cells (aorta),PI16,
Mm Hs,Vasculature,,Endothelial cells (aorta),AMIGO2,
Mm Hs,Vasculature,,Endothelial cells (aorta),PTPRJ,
Mm Hs,Vasculature,,Endothelial cells (aorta),TRIM47,
Mm Hs,Vasculature,,Endothelial cells (aorta),LMCD1,
Mm Hs,Vasculature,,Endothelial cells (aorta),PDE3A,
Mm Hs,Vasculature,,Endothelial cells (aorta),BMX,
Mm Hs,Vasculature,,Endothelial cells (aorta),PROCR,
Mm Hs,Vasculature,,Endothelial cells (aorta),SMOC1,
Mm Hs,Vasculature,,Endothelial cells (aorta),CRACR2B,
Mm Hs,Vasculature,,Endothelial cells (aorta),GJA5,
Mm Hs,Vasculature,,Endothelial cells (aorta),BMP4,
Mm Hs,Vasculature,,Endothelial cells (aorta),SOD3,
Mm Hs,Vasculature,,Endothelial cells (aorta),ADH7,
Mm Hs,Vasculature,,Endothelial cells (aorta),PCOLCE2,
Mm Hs,Vasculature,,Endothelial cells (aorta),PTGIS,
Mm Hs,Vasculature,,Endothelial cells (aorta),ACE,
Mm Hs,Vasculature,,Endothelial cells (aorta),GXYLT2,
Mm,Vasculature,,Endothelial cells (aorta),GKN3,
Mm Hs,Vasculature,,Endothelial cells (aorta),CYTL1,
Mm Hs,Vasculature,,Endothelial cells (aorta),EHD3,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),ABCG2,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),GFAP,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),GPR37L1,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),SLC13A4,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),SLC19A1,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),SLC23A2,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),SLC38A3,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),TNFRSF19,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),TNFRSF21,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),FOXF2,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),FOXL2,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),FOXQ1,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),LEF1,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),PPARD,
Mm,Vasculature,,Endothelial cells (blood brain barrier),ZFP551,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),ZIC3,
Mm Hs,Vasculature,,Endothelial cells (blood brain barrier),ALCAM,
Mm Hs,GI tract,,Enteric glia cells,GFRA3,
Mm Hs,GI tract,,Enteric glia cells,MPZ,
Mm Hs,GI tract,,Enteric glia cells,LGI4,
Mm Hs,GI tract,,Enteric glia cells,RGS16,
Mm Hs,GI tract,,Enteric glia cells,ALDH1A1,
Mm Hs,GI tract,,Enteric glia cells,L1CAM,
Mm Hs,GI tract,,Enteric glia cells,CXCL14,
Mm Hs,GI tract,,Enteric glia cells,DKK3,
Mm Hs,GI tract,,Enteric glia cells,INTS6,
Mm Hs,GI tract,,Enteric glia cells,DHRS3,
Mm Hs,GI tract,,Enteric glia cells,SOX10,
Mm Hs,GI tract,,Enteric glia cells,GFAP,
Mm Hs,GI tract,,Enteric glia cells,S100B,
Mm Hs,GI tract,,Enteric glia cells,NOS2,
Mm Hs,GI tract,,Enteric glia cells,FOXD3,
Mm Hs,GI tract,,Enteric glia cells,ALDH1A3,
Mm Hs,GI tract,,Enteric glia cells,SLC18A2,
Mm Hs,GI tract,,Enteric neurons,HIVEP3,
Mm Hs,GI tract,,Enteric neurons,PLEKHA5,
Mm Hs,GI tract,,Enteric neurons,IGF2BP3,
Mm Hs,GI tract,,Enteric neurons,ARHGAP26,
Mm Hs,GI tract,,Enteric neurons,TTBK2,
Mm Hs,GI tract,,Enteric neurons,ASTN1,
Mm Hs,GI tract,,Enteric neurons,CACNA1E,
Mm Hs,GI tract,,Enteric neurons,TUB,
Mm Hs,GI tract,,Enteric neurons,FILIP1,
Mm Hs,GI tract,,Enteric neurons,GCNT2,
Mm Hs,GI tract,,Enteric neurons,VEZT,
Mm Hs,GI tract,,Enteric neurons,RET,
Mm Hs,GI tract,,Enteric neurons,AHDC1,
Mm Hs,GI tract,,Enteric neurons,MAP6,
Mm Hs,GI tract,,Enteric neurons,RGMB,
Mm Hs,GI tract,,Enteric neurons,FBXO7,
Mm Hs,GI tract,,Enteric neurons,PPP2R5B,
Mm Hs,GI tract,,Enteric neurons,SNX21,
Mm Hs,GI tract,,Enteric neurons,FSTL5,
Mm Hs,GI tract,,Enteric neurons,LIX1,
Mm Hs,GI tract,,Enteric neurons,RGS3,
Mm Hs,GI tract,,Enteric neurons,CYTH3,
Mm Hs,GI tract,,Enteric neurons,TSHZ1,
Mm Hs,GI tract,,Enteric neurons,STXBP5,
Mm Hs,GI tract,,Enteric neurons,ATF5,
Mm Hs,GI tract,,Enteric neurons,DMKN,
Mm Hs,GI tract,,Enteric neurons,CACNA1B,
Mm Hs,GI tract,,Enteric neurons,PIK3CA,
Mm Hs,GI tract,,Enteric neurons,ZDHHC2,
Mm Hs,GI tract,,Enteric neurons,MYL1,
Mm Hs,GI tract,,Enteric neurons,EML5,
Mm Hs,GI tract,,Enteric neurons,MFSD6,
Mm Hs,GI tract,,Enteric neurons,SCN7A,
Mm Hs,GI tract,,Enteric neurons,ARHGEF28,
Mm Hs,GI tract,,Enteric neurons,HAND2,
Mm Hs,GI tract,,Enteric neurons,VSTM2L,
Mm Hs,GI tract,,Enteric neurons,FAM19A5,
Mm Hs,GI tract,,Enteric neurons,EFNA5,
Mm Hs,GI tract,,Enteric neurons,HOXB4,
Mm Hs,GI tract,,Enteric neurons,TLX2,
Mm Hs,GI tract,,Enteric neurons,GOLGA7B,
Mm Hs,GI tract,,Enteric neurons,SLC18A3,
Mm Hs,GI tract,,Enteric neurons,TOX,
Mm Hs,GI tract,,Enteric neurons,CELF6,
Mm Hs,GI tract,,Enteric neurons,GPR22,
Mm Hs,GI tract,,Enteric neurons,PLCE1,
Mm Hs,GI tract,,Enteric neurons,CYB561,
Mm Hs,GI tract,,Enteric neurons,GFRA2,
Mm Hs,GI tract,,Enteric neurons,FLOT2,
Mm Hs,GI tract,,Enteric neurons,SLC7A14,
Mm Hs,GI tract,,Enteric neurons,JPH3,
Mm Hs,GI tract,,Enteric neurons,CASZ1,
Mm Hs,GI tract,,Enteric neurons,TAC1,
Mm Hs,GI tract,,Enteric neurons,SCN3A,
Mm Hs,GI tract,,Enteric neurons,CHRNA3,
Mm Hs,GI tract,,Enteric neurons,PARVA,
Mm Hs,GI tract,,Enteric neurons,SLC10A4,
Mm Hs,GI tract,,Enteric neurons,TM4SF4,
Mm Hs,GI tract,,Enteric neurons,FAM19A1,
Mm Hs,GI tract,,Enteric neurons,SLC5A7,
Mm Hs,GI tract,,Enteric neurons,PHOX2B,
Mm Hs,GI tract,,Enteric neurons,PIRT,
Mm Hs,GI tract,,Enteric neurons,HOXB5,
Mm Hs,GI tract,,Enteric neurons,HOXA5,
Mm Hs,GI tract,,Enteric neurons,GAL,
Mm Hs,GI tract,,Enteric neurons,CARTPT,
Mm Hs,GI tract,,Enteric neurons,NMU,
Mm Hs,GI tract,,Enteric neurons,VIP,
Mm Hs,GI tract,,Enteric neurons,CCK,
Mm Hs,GI tract,,Enterochromaffin cells,REG4,
Mm Hs,GI tract,,Enterochromaffin cells,AFP,
Mm Hs,GI tract,,Enterochromaffin cells,SLC18A1,
Mm Hs,GI tract,,Enterochromaffin cells,LMX1A,
Mm Hs,GI tract,,Enterochromaffin cells,TRPA1,
Mm Hs,GI tract,,Enterochromaffin cells,FGF1,
Mm Hs,GI tract,,Enterochromaffin cells,PIEZO2,
Mm Hs,GI tract,,Enterochromaffin cells,ADGRG4,
Mm Hs,GI tract,,Enterochromaffin cells,ADM,
Mm Hs,GI tract,,Enterochromaffin cells,TPH1,
Mm Hs,GI tract,,Enterochromaffin cells,CRH,
Mm Hs,GI tract,,Enterochromaffin cells,GJB1,
Mm Hs,GI tract,,Enterocytes,GATA4,
Mm Hs,GI tract,,Enterocytes,LYPD8,
Mm Hs,GI tract,,Enterocytes,NLRP6,
Mm Hs,GI tract,,Enterocytes,KRT20,
Mm Hs,GI tract,,Enterocytes,MYO1A,
Mm Hs,GI tract,,Enterocytes,PPARG,
Mm Hs,GI tract,,Enterocytes,SLC15A1,
Mm Hs,GI tract,,Enterocytes,FLOT2,
Mm Hs,GI tract,,Enterocytes,APOBEC1,
Mm Hs,GI tract,,Enterocytes,PLIN3,
Mm Hs,GI tract,,Enterocytes,SLC10A2,
Mm Hs,GI tract,,Enterocytes,SLC40A1,
Mm Hs,GI tract,,Enterocytes,SLC5A1,
Hs,GI tract,,Enterocytes,TTC7A,
Mm Hs,GI tract,,Enterocytes,NPC1L1,
Mm Hs,GI tract,,Enterocytes,FABP1,
Mm Hs,GI tract,,Enterocytes,ANPEP,
Hs,GI tract,,Enterocytes,CA1,
Mm Hs,GI tract,,Enterocytes,CPS1,
Mm Hs,GI tract,,Enterocytes,DPP4,
Mm Hs,GI tract,,Enterocytes,SLC2A5,
Mm Hs,GI tract,,Enterocytes,ALPI,
Mm Hs,GI tract,,Enterocytes,FABP2,
Mm Hs,GI tract,,Enterocytes,LCT,
Hs,GI tract,,Enterocytes,SI,
Mm Hs,GI tract,,Enterocytes,VIL1,
Mm,GI tract,,Enterocytes,CLCA4B,
Mm Hs,GI tract,,Enterocytes,FUOM,
Mm Hs,GI tract,,Enterocytes,FAHD1,
Mm Hs,GI tract,,Enterocytes,OTC,
Mm Hs,GI tract,,Enterocytes,CDH17,
Mm Hs,GI tract,,Enterocytes,KHK,
Mm Hs,GI tract,,Enterocytes,ABHD11,
Mm,GI tract,,Enterocytes,OLFR77,
Mm Hs,GI tract,,Enterocytes,VDR,
Mm Hs,GI tract,,Enterocytes,EHF,
Mm Hs,GI tract,,Enterocytes,CDC42EP5,
Mm,GI tract,,Enterocytes,DEFA24,
Mm Hs,GI tract,,Enterocytes,CASP6,
Mm Hs,GI tract,,Enterocytes,HNF4A,
Mm Hs,GI tract,,Enterocytes,AQP1,
Mm Hs,GI tract,,Enterocytes,TMEM45B,
Mm Hs,GI tract,,Enterocytes,RGMB,
Mm Hs,GI tract,,Enterocytes,PDHA1,
Mm Hs,GI tract,,Enterocytes,CDO1,
Mm Hs,GI tract,,Enterocytes,ELF3,
Mm Hs,GI tract,,Enterocytes,KRTCAP3,
Mm Hs,GI tract,,Enterocytes,DEGS2,
Mm Hs,GI tract,,Enterocytes,TMC4,
Mm,GI tract,,Enterocytes,PRSS32,
Mm Hs,GI tract,,Enterocytes,PPP1R14D,
Mm Hs,GI tract,,Enterocytes,TM4SF5,
Mm Hs,GI tract,,Enterocytes,RNF186,
Mm Hs,GI tract,,Enterocytes,CEACAM1,
Mm Hs,GI tract,,Enterocytes,KLF5,
Mm Hs,GI tract,,Enterocytes,CDX1,
Mm Hs,GI tract,,Enterocytes,CDX2,
Mm Hs,GI tract,,Enterocytes,CLDN15,
Mm Hs,GI tract,,Enterocytes,ASCL2,
Mm Hs,GI tract,,Enterocytes,SMOC2,
Mm Hs,GI tract,,Enterocytes,PRR15L,
Mm Hs,GI tract,,Enterocytes,FBP2,
Mm Hs,GI tract,,Enterocytes,SDSL,
Mm,GI tract,,Enterocytes,GKN3,
Mm Hs,GI tract,,Enterocytes,FERMT1,
Mm Hs,GI tract,,Enterocytes,ALDOB,
Mm Hs,GI tract,,Enterocytes,MUC13,
Mm Hs,GI tract,,Enterocytes,PHGR1,
Mm Hs,GI tract,,Enterocytes,PRAP1,
Mm Hs,GI tract,,Enterocytes,CCL25,
Mm Hs,GI tract,,Enterocytes,LGALS2,
Mm Hs,GI tract,,Enterocytes,SPON2,
Mm Hs,GI tract,,Enterocytes,ASPN,
Mm Hs,GI tract,,Enterocytes,CTRB1,
Mm Hs,GI tract,,Enterocytes,CD55,
Mm Hs,GI tract,,Enterocytes,CDH19,
Mm Hs,GI tract,,Enterocytes,SLC35F1,
Mm Hs,GI tract,,Enterocytes,G0S2,
Mm Hs,GI tract,,Enterocytes,GULP1,
Mm Hs,GI tract,,Enterocytes,NKD2,
Mm Hs,GI tract,,Enterocytes,COL18A1,
Mm Hs,GI tract,,Enterocytes,SOX10,
Mm Hs,GI tract,,Enterocytes,COL20A1,
Mm Hs,GI tract,,Enterocytes,PMEPA1,
Mm Hs,GI tract,,Enterocytes,GFRA2,
Mm Hs,GI tract,,Enterocytes,ART3,
Mm Hs,GI tract,,Enterocytes,SLC26A2,
Mm,GI tract,,Enterocytes,CAR1,
Mm,GI tract,,Enterocytes,TRY4,
Mm,GI tract,,Enterocytes,TRY5,
Mm Hs,GI tract,,Enterocytes,PRSS2,
Mm Hs,GI tract,,Enterocytes,L1CAM,
Mm Hs,GI tract,,Enterocytes,SLC11A2,
Mm Hs,GI tract,,Enterocytes,SLC26A3,
Mm Hs,GI tract,,Enterocytes,APOA1,
Mm Hs,GI tract,,Enterocytes,APOA4,
Mm Hs,GI tract,,Enterocytes,CBR1,
Mm Hs,GI tract,,Enterocytes,EPHX2,
Mm Hs,GI tract,,Enterocytes,GSTM3,
Mm,GI tract,,Enterocytes,ADH6A,
Mm Hs,GI tract,,Enterocytes,CREB3L3,
Mm Hs,GI tract,,Enterocytes,MEP1A,
Mm,GI tract,,Enterocytes,FGF15,
Mm,GI tract,,Enterocytes,MUC3,
Mm,GI tract,,Enterocytes,CLEC2H,
Mm Hs,GI tract,,Enterocytes,FABP6,
Mm Hs,GI tract,,Enterocytes,RBP2,
Hs,GI tract,,Enterocytes,CYP3A4,
Mm Hs,GI tract,,Enterocytes,APOB,
Mm Hs,GI tract,,Enterocytes,MTTP,
Mm Hs,GI tract,,Enterocytes,SLC2A2,
Mm Hs,GI tract,,Enterocytes,APOC3,
Hs,GI tract,,Enterocytes,UGT2B17,
Mm Hs,GI tract,,Enterocytes,CD36,
Mm Hs,GI tract,,Enterocytes,REG3A,
Mm Hs,GI tract,,Enterocytes,ISX,
Hs,GI tract,,Enterocytes,AQP10,
Mm Hs,GI tract,,Enterocytes,S100G,
Hs,GI tract,,Enterocytes,BEST4,
Mm Hs,GI tract,,Enterocytes,SLC28A1,
Mm Hs,GI tract,,Enterocytes,SLC28A2,
Mm Hs,GI tract,,Enterocytes,SLC30A10,
Mm Hs,GI tract,,Enterocytes,SLC51B,
Mm Hs,GI tract,,Enterocytes,VNN1,
Mm Hs,GI tract,,Enterocytes,SLC23A1,
Mm Hs,GI tract,,Enterocytes,TREH,
Mm Hs,GI tract,,Enterocytes,ABCC2,
Mm Hs,GI tract,,Enterocytes,ABCG5,
Hs,GI tract,,Enterocytes,SLC52A1,
Hs,GI tract,,Enterocytes,CYP3A7,
Mm Hs,GI tract,,Enterocytes,DMBT1,
Mm Hs,GI tract,,Enterocytes,ABCG8,
Mm Hs,GI tract,,Enterocytes,PLIN2,
Mm Hs,GI tract,,Enterocytes,GSTA1,
Mm Hs,GI tract,,Enterocytes,CYBRD1,
Mm Hs,GI tract,,Enterocytes,ABCG2,
Mm Hs,GI tract,,Enterocytes,NR1H4,
Mm Hs,GI tract,,Enterocytes,DAB1,
Mm Hs,GI tract,,Enterocytes,TM6SF2,
Mm Hs,GI tract,,Enterocytes,NR5A2,
Mm Hs,GI tract,,Enterocytes,PDZK1,
Mm Hs,GI tract,,Enterocytes,ACSL5,
Mm Hs,GI tract,,Enterocytes,AQP11,
Mm Hs,GI tract,,Enterocytes,AQP7,
Mm Hs,GI tract,,Enterocytes,AQP8,
Mm Hs,GI tract,,Enterocytes,HMOX1,
Mm Hs,GI tract,,Enterocytes,SLC39A5,
Mm Hs,GI tract,,Enterocytes,SLC51A,
Mm Hs,GI tract,,Enterocytes,TRPM6,
Mm Hs,GI tract,,Enterocytes,MOGAT2,
Mm Hs,GI tract,,Enterocytes,GLS,
Mm Hs,GI tract,,Enterocytes,MAOA,
Mm Hs,GI tract,,Enterocytes,DGAT1,
Mm Hs,GI tract,,Enterocytes,DGAT2,
Mm Hs,GI tract,,Enteroendocrine cells,NPSR1,
Mm Hs,GI tract,,Enteroendocrine cells,FFAR3,
Mm Hs,GI tract,,Enteroendocrine cells,SCN3A,
Mm Hs,GI tract,,Enteroendocrine cells,NEUROG3,
Mm Hs,GI tract,,Enteroendocrine cells,FFAR1,
Mm Hs,GI tract,,Enteroendocrine cells,ARX,
Mm Hs,GI tract,,Enteroendocrine cells,NKX2-2,
Mm Hs,GI tract,,Enteroendocrine cells,SCT,
Mm Hs,GI tract,,Enteroendocrine cells,CCK,
Mm Hs,GI tract,,Enteroendocrine cells,GFRA3,
Mm Hs,GI tract,,Enteroendocrine cells,VWA5B2,
Mm Hs,GI tract,,Enteroendocrine cells,NEUROD1,
Mm Hs,GI tract,,Enteroendocrine cells,SCGN,
Mm Hs,GI tract,,Enteroendocrine cells,PCSK1,
Mm Hs,GI tract,,Enteroendocrine cells,ISL1,
Mm Hs,GI tract,,Enteroendocrine cells,FABP5,
Mm Hs,GI tract,,Enteroendocrine cells,TAC1,
Mm Hs,GI tract,,Enteroendocrine cells,RIMBP2,
Mm Hs,GI tract,,Enteroendocrine cells,PAX6,
Mm Hs,GI tract,,Enteroendocrine cells,GIP,
Mm Hs,GI tract,,Enteroendocrine cells,GLP1R,
Mm Hs,GI tract,,Enteroendocrine cells,PYY,
Mm Hs,GI tract,,Enteroendocrine cells,GLP2R,
Mm Hs,GI tract,,Enteroendocrine cells,GAST,
Mm Hs,GI tract,,Enteroendocrine cells,NTS,
Mm Hs,GI tract,,Enteroendocrine cells,SST,
Hs,GI tract,,Enteroendocrine cells,MLN,
Mm Hs,GI tract,,Enteroendocrine cells,GPR119,
Mm Hs,GI tract,,Enteroendocrine cells,GCG,
Mm Hs,GI tract,,Enteroendocrine cells,CHGB,
Mm Hs,GI tract,,Enteroendocrine cells,CPE,
Mm Hs,GI tract,,Enteroendocrine cells,GAL,
Mm Hs,GI tract,,Enteroendocrine cells,NUCB2,
Mm Hs,GI tract,,Enteroendocrine cells,IAPP,
Mm Hs,GI tract,,Enteroendocrine cells,GHRL,
Mm Hs,GI tract,,Enteroendocrine cells,CHGA,
Mm Hs,GI tract,,Enteroendocrine cells,TRPA1,
Mm Hs,GI tract,,Enteroendocrine cells,ENPP2,
Mm Hs,GI tract,,Enteroendocrine cells,AFP,
Mm Hs,GI tract,,Enteroendocrine cells,VEGFA,
Mm Hs,GI tract,,Enteroendocrine cells,FFAR4,
Mm Hs,GI tract,,Enteroendocrine cells,MC4R,
Mm Hs,GI tract,,Enteroendocrine cells,INSL5,
Mm Hs,GI tract,,Enteroendocrine cells,SSTR2,
Mm Hs,GI tract,,Enteroendocrine cells,ALCAM,
Mm Hs,GI tract,,Enteroendocrine cells,TAS1R2,
Mm Hs,GI tract,,Enteroendocrine cells,TAS1R3,
Mm Hs,GI tract,,Enteroendocrine cells,GNAT3,
Mm Hs,Immune system,,Eosinophils,C3AR1,
Mm Hs,Immune system,,Eosinophils,FUT4,
Hs,Immune system,,Eosinophils,FCER2,
Mm Hs,Immune system,,Eosinophils,C5AR1,
Mm Hs,Immune system,,Eosinophils,CXCR3,
Mm Hs,Immune system,,Eosinophils,CCR1,
Mm Hs,Immune system,,Eosinophils,CCR3,
Mm Hs,Immune system,,Eosinophils,CD244,
Mm Hs,Immune system,,Eosinophils,PTGDR2,
Mm Hs,Immune system,,Eosinophils,S100A9,
Hs,Immune system,,Eosinophils,SIGLEC8,
Hs,Immune system,,Eosinophils,SIGLEC10,
Mm Hs,Immune system,,Eosinophils,PGLYRP1,
Mm Hs,Immune system,,Eosinophils,LTC4S,
Mm,Immune system,,Eosinophils,EAR1,
Mm,Immune system,,Eosinophils,EAR2,
Mm Hs,Immune system,,Eosinophils,EPX,
Mm Hs,Immune system,,Eosinophils,CD69,
Hs,Immune system,,Eosinophils,RNASE3,
Hs,Immune system,,Eosinophils,RNASE2,
Mm Hs,Immune system,,Eosinophils,IL5,
Mm Hs,Immune system,,Eosinophils,PRG2,
Mm Hs,Immune system,,Eosinophils,PRG3,
Mm Hs,Immune system,,Eosinophils,CPA3,
Mm Hs,Immune system,,Eosinophils,IKZF2,
Mm Hs,Immune system,,Eosinophils,CCL11,
Mm Hs,Immune system,,Eosinophils,CCL5,
Mm Hs,Immune system,,Eosinophils,CSF2,
Mm Hs,Immune system,,Eosinophils,IL5RA,
Mm,Immune system,,Eosinophils,SIGLECF,
Mm Hs,Brain,,Ependymal cells,FOXJ1,
Mm Hs,Brain,,Ependymal cells,TRIM71,
Mm Hs,Brain,,Ependymal cells,SIX3,
Mm Hs,Brain,,Ependymal cells,USP18,
Mm,Brain,,Ependymal cells,CETN4,
Mm Hs,Brain,,Ependymal cells,AQP4,
Mm Hs,Brain,,Ependymal cells,CELSR2,
Mm Hs,Brain,,Ependymal cells,AQP1,
Mm Hs,Brain,,Ependymal cells,GFAP,
Mm Hs,Brain,,Ependymal cells,ENKUR,
Mm Hs,Brain,,Ependymal cells,FAM216B,
Mm Hs,Brain,,Ependymal cells,KRT15,
Mm Hs,Brain,,Ependymal cells,CATIP,
Mm Hs,Brain,,Ependymal cells,DNAH12,
Mm Hs,Brain,,Ependymal cells,FAM166B,
Mm Hs,Brain,,Ependymal cells,IQCG,
Mm Hs,Brain,,Ependymal cells,SPEF2,
Mm,Brain,,Ependymal cells,RABL2,
Mm Hs,Brain,,Ependymal cells,MYO16,
Mm Hs,Brain,,Ependymal cells,ODF3B,
Mm Hs,Brain,,Ependymal cells,PLXNB2,
Mm Hs,Brain,,Ependymal cells,TEKT1,
Mm Hs,Brain,,Ependymal cells,CHEK2,
Mm Hs,Brain,,Ependymal cells,CROCC,
Mm Hs,Brain,,Ependymal cells,NME9,
Mm Hs,Brain,,Ependymal cells,CFAP126,
Mm Hs,Brain,,Ependymal cells,MEIG1,
Mm Hs,Brain,,Ependymal cells,HSPA2,
Mm Hs,Brain,,Ependymal cells,CFAP65,
Mm Hs,Brain,,Ependymal cells,LRRC23,
Mm Hs,Brain,,Ependymal cells,TEKT4,
Mm Hs,Brain,,Ependymal cells,CALML4,
Mm Hs,Brain,,Ependymal cells,PIFO,
Mm Hs,Brain,,Ependymal cells,CRYGN,
Mm Hs,Brain,,Ependymal cells,HDC,
Mm,Brain,,Ependymal cells,FAM183B,
Mm Hs,Brain,,Ependymal cells,PCP4L1,
Mm Hs,Brain,,Ependymal cells,DYNLRB2,
Mm Hs,Brain,,Ependymal cells,TMEM107,
Mm Hs,Brain,,Ependymal cells,RIIAD1,
Mm Hs,Brain,,Ependymal cells,TMEM212,
Mm Hs,Brain,,Ependymal cells,RSPH1,
Mm Hs,Brain,,Ependymal cells,CCDC153,
Mm Hs,Brain,,Ependymal cells,S100B,
Mm Hs,Brain,,Ependymal cells,AK7,
Mm Hs,Brain,,Ependymal cells,RARRES2,
Mm Hs,Brain,,Ependymal cells,PVALB,
Mm Hs,Brain,,Ependymal cells,ANGPTL2,
Mm Hs,Brain,,Ependymal cells,CFAP54,
Mm Hs,Brain,,Ependymal cells,STOML3,
Mm Hs,Brain,,Ependymal cells,PLTP,
Mm Hs,Brain,,Ependymal cells,SSPO,
Mm Hs,Brain,,Ependymal cells,EFNB3,
Mm Hs,Brain,,Ependymal cells,MYB,
Mm Hs,Brain,,Ependymal cells,RFX2,
Mm Hs,Brain,,Ependymal cells,ZMYND10,
Mm Hs,Brain,,Ependymal cells,AK8,
Mm Hs,Brain,,Ependymal cells,CFAP44,
Mm Hs,Brain,,Ependymal cells,TM4SF1,
Mm Hs,Embryo,,Epiblast cells,NANOG,
Mm Hs,Embryo,,Epiblast cells,POU5F1,
Mm Hs,Embryo,,Epiblast cells,ERAS,
Mm Hs,Embryo,,Epiblast cells,CDH1,
Mm Hs,Embryo,,Epiblast cells,EPCAM,
Mm Hs,Embryo,,Epiblast cells,CLDN6,
Mm Hs,Embryo,,Epiblast cells,CLDN7,
Mm,Embryo,,Epiblast cells,FGF15,
Mm Hs,Embryo,,Epiblast cells,SLC35D3,
Mm Hs,Embryo,,Epiblast cells,TDGF1,
Mm Hs,Embryo,,Epiblast cells,CXCL12,
Mm Hs,Embryo,,Epiblast cells,SOX11,
Mm Hs,Embryo,,Epiblast cells,LEF1,
Mm Hs,Embryo,,Epiblast cells,CRMP1,
Mm Hs,Embryo,,Epiblast cells,DPYSL5,
Mm Hs,Embryo,,Epiblast cells,BCL11A,
Mm Hs,Embryo,,Epiblast cells,INA,
Mm Hs,Embryo,,Epiblast cells,MFAP2,
Hs,Epithelium,,Epithelial cells,CD24,
Mm Hs,Epithelium,,Epithelial cells,CEACAM1,
Mm Hs,Epithelium,,Epithelial cells,ST6GAL1,
Mm Hs,Epithelium,,Epithelial cells,ITGB4,
Mm Hs,Epithelium,,Epithelial cells,IL1R1,
Mm Hs,Epithelium,,Epithelial cells,PROM1,
Mm Hs,Epithelium,,Epithelial cells,CDH1,
Mm Hs,Epithelium,,Epithelial cells,KRT1,
Mm Hs,Epithelium,,Epithelial cells,KRT7,
Mm Hs,Epithelium,,Epithelial cells,MUC1,
Mm Hs,Epithelium,,Epithelial cells,ICAM1,
Mm Hs,Epithelium,,Epithelial cells,KRT14,
Mm Hs,Epithelium,,Epithelial cells,KRT5,
Mm Hs,Epithelium,,Epithelial cells,ITGAL,
Mm Hs,Epithelium,,Epithelial cells,CD2,
Hs,Epithelium,,Epithelial cells,KLK3,
Mm Hs,Epithelium,,Epithelial cells,ITGA5,
